temperature,Gas1RS/Rmax,Gas2RS/Rmax,Gas3RS/Rmax,Vc
45,99,88,98,5.07
29,99,88,98,5.06
49,99,91,99,5.06
29,99,88,99,5.06
47,98,88,98,5.07
28,98,88,98,5.06
29,99,88,99,5.06
44,99,91,99,5.07
46,99,88,98,5.07
33,98,88,98,5.06
29,99,91,99,5.06
43,99,91,99,5.06
30,99,88,98,5.07
33,99,88,98,5.06
47,99,91,99,5.06
29,99,91,99,5.07
30,99,88,98,5.06
29,99,88,98,5.06
34,100,91,99,5.06
29,100,91,99,5.07
36,99,88,98,5.06
39,99,88,98,5.06
29,99,88,98,5.06
32,100,88,99,5.06
28,100,91,99,5.06
28,100,91,99,5.06
34,100,88,99,5.06
30,100,88,98,5.07
54,100,88,99,5.06
53,100,91,99,5.06
45,100,91,99,5.06
40,100,91,99,5.07
36,99,88,99,5.06
35,100,91,99,5.06
33,100,91,99,5.06
35,100,91,99,5.07
31,100,91,99,5.06
45,100,91,99,5.07
33,100,91,99,5.06
38,100,91,99,5.06
29,100,91,99,5.07
33,100,91,99,5.06
33,100,91,99,5.07
29,99,91,99,5.06
29,100,91,99,5.07
50,100,91,99,5.07
29,99,91,99,5.06
28,99,91,99,5.06
55,100,91,100,5.07
32,99,81,100,5.06
29,99,88,91,5.06
30,99,88,98,5.06
34,99,79,96,5.06
45,99,91,98,5.06
30,99,88,98,5.06
31,99,88,98,5.06
46,99,91,98,5.06
33,100,91,98,5.07
49,99,91,98,5.06
28,99,91,98,5.06
31,99,91,98,5.06
29,99,81,100,5.06
29,99,88,98,5.07
28,99,91,98,5.06
38,99,88,91,5.06
33,99,91,98,5.07
50,99,88,96,5.06
32,99,91,98,5.06
39,99,88,98,5.06
31,99,88,98,5.06
31,99,91,98,5.06
40,99,88,98,5.07
29,99,91,98,5.07
30,98,88,96,5.06
41,98,91,98,5.06
35,98,91,98,5.06
29,98,88,96,5.06
36,98,91,98,5.06
43,98,91,98,5.07
31,98,88,98,5.07
34,95,91,98,5.06
29,98,88,96,5.06
34,98,91,98,5.06
29,99,91,98,5.06
39,98,88,98,5.06
49,98,88,96,5.06
31,99,88,98,5.06
37,98,88,98,5.06
48,99,88,98,5.06
43,99,91,98,5.06
53,99,91,98,5.06
50,99,91,98,5.07
52,99,91,98,5.06
37,99,91,98,5.06
47,99,91,98,5.06
28,99,88,98,5.06
29,99,79,92,5.06
41,99,88,98,5.06
30,99,91,98,5.06
44,99,91,98,5.06
29,99,91,98,5.06
31,99,88,98,5.06
34,99,88,96,5.06
44,99,88,98,5.06
29,99,91,98,5.06
49,99,88,98,5.06
30,99,91,98,5.06
42,98,81,100,5.06
51,99,91,98,5.06
32,99,91,98,5.07
32,96,88,98,5.06
29,99,91,98,5.06
48,99,91,98,5.07
31,99,88,96,5.07
31,99,88,98,5.06
29,99,91,98,5.07
46,99,91,98,5.06
29,98,88,91,5.06
29,98,88,98,5.07
32,99,91,98,5.06
48,99,91,98,5.07
54,99,91,98,5.07
45,99,91,98,5.07
33,98,88,98,5.07
52,99,88,96,5.07
29,98,88,98,5.06
46,98,91,98,5.06
42,98,91,98,5.06
36,98,88,98,5.06
42,98,88,96,5.06
48,98,88,98,5.06
30,98,91,98,5.06
31,98,88,98,5.06
33,97,88,96,5.06
48,98,88,96,5.06
44,98,88,96,5.06
31,98,91,98,5.06
28,98,91,98,5.06
49,98,88,96,5.06
31,98,88,96,5.06
32,98,91,98,5.06
30,98,91,98,5.06
29,98,88,96,5.07
31,98,88,98,5.06
31,98,91,98,5.06
29,98,88,98,5.07
29,97,88,96,5.06
49,98,91,98,5.06
32,98,91,98,5.06
33,98,88,96,5.06
32,98,88,96,5.06
28,98,91,98,5.06
29,98,91,98,5.06
51,97,88,91,5.06
53,98,88,98,5.06
32,98,91,98,5.06
31,98,91,98,5.06
45,98,88,96,5.06
29,97,88,96,5.06
48,98,88,98,5.06
34,98,91,98,5.06
52,98,91,98,5.06
29,98,88,98,5.06
54,98,91,98,5.06
29,97,88,96,5.06
28,98,91,98,5.06
34,98,91,98,5.06
48,98,88,98,5.07
31,98,88,96,5.06
36,98,91,98,5.06
51,98,88,98,5.06
30,97,88,96,5.06
39,98,91,98,5.06
29,97,88,91,5.07
38,98,91,98,5.06
50,98,91,98,5.06
34,97,88,96,5.06
29,98,91,98,5.06
28,98,91,98,5.06
52,98,88,96,5.06
29,98,91,98,5.06
41,98,91,98,5.06
30,98,88,96,5.06
46,98,88,96,5.06
29,98,88,98,5.06
32,98,91,98,5.07
29,98,91,98,5.07
37,98,91,98,5.06
43,99,91,96,5.06
53,98,88,96,5.06
37,98,88,98,5.06
51,98,88,96,5.06
42,98,79,96,5.06
32,98,88,98,5.06
42,99,91,98,5.06
31,99,91,98,5.07
30,99,91,98,5.06
29,99,91,98,5.07
39,99,91,98,5.06
50,99,91,98,5.07
40,99,91,98,5.06
47,99,88,98,5.06
29,99,81,100,5.06
35,99,81,98,5.06
52,99,88,98,5.06
32,99,91,98,5.06
32,100,91,98,5.07
54,100,91,98,5.07
31,99,91,98,5.06
28,100,91,98,5.07
29,99,91,98,5.06
35,99,91,98,5.06
28,99,91,98,5.06
30,99,91,98,5.06
53,99,91,98,5.06
31,99,91,98,5.06
29,99,91,98,5.06
29,100,91,98,5.07
28,99,91,98,5.06
29,100,91,98,5.07
28,100,91,98,5.07
30,99,91,98,5.06
29,99,88,98,5.06
44,99,91,98,5.06
28,99,91,98,5.07
28,99,88,98,5.07
50,99,91,98,5.07
29,99,91,98,5.07
29,98,88,96,5.06
29,99,91,98,5.06
29,99,91,98,5.06
28,98,88,98,5.07
36,99,91,98,5.06
30,98,88,98,5.06
29,98,88,98,5.06
28,99,91,98,5.06
37,98,81,100,5.06
33,98,91,98,5.06
46,98,88,98,5.06
29,98,91,98,5.06
44,98,91,98,5.06
29,98,88,96,5.07
49,98,91,98,5.06
28,98,88,98,5.06
29,98,88,98,5.06
31,98,91,98,5.06
35,95,91,96,5.06
33,98,88,96,5.06
32,98,88,96,5.06
31,98,91,98,5.06
32,98,88,98,5.06
48,97,88,96,5.06
48,98,91,98,5.06
33,98,91,98,5.06
29,98,88,98,5.07
32,98,88,96,5.07
29,97,91,98,5.06
50,98,88,98,5.06
30,98,91,98,5.06
29,98,91,98,5.06
32,98,91,98,5.06
29,98,91,98,5.07
47,98,91,98,5.06
36,98,88,98,5.07
28,97,88,96,5.06
38,97,88,91,5.06
47,97,88,96,5.06
29,97,88,96,5.06
30,98,88,96,5.06
31,98,88,98,5.06
47,98,91,98,5.07
39,98,91,98,5.06
33,98,91,98,5.06
29,98,91,98,5.06
32,98,91,98,5.07
32,98,88,96,5.07
28,98,91,98,5.06
31,98,88,96,5.07
28,98,91,98,5.06
47,98,91,98,5.07
28,98,88,96,5.07
33,98,88,98,5.06
49,98,91,98,5.06
29,98,91,98,5.07
52,98,91,98,5.06
34,98,88,98,5.06
40,98,88,96,5.06
31,98,81,100,5.06
29,95,91,98,5.06
37,99,88,98,5.06
32,99,88,98,5.07
30,99,88,98,5.06
53,98,88,98,5.06
29,98,88,98,5.06
32,99,91,98,5.06
29,99,91,98,5.06
30,99,91,98,5.06
55,99,88,98,5.07
37,99,88,98,5.06
33,99,91,98,5.06
40,99,91,98,5.07
30,99,88,98,5.06
31,99,88,98,5.06
28,99,91,98,5.06
33,99,88,98,5.07
28,99,91,98,5.06
30,99,91,98,5.07
35,99,91,98,5.06
44,99,88,98,5.07
29,99,88,98,5.06
30,99,91,98,5.07
29,99,91,98,5.07
29,99,88,98,5.06
29,98,88,96,5.06
28,99,88,98,5.06
32,99,91,98,5.06
29,99,91,98,5.06
48,99,91,98,5.07
35,99,91,98,5.06
33,99,91,98,5.07
28,99,88,98,5.06
39,98,88,96,5.06
29,98,88,98,5.06
30,99,91,98,5.06
29,99,91,98,5.07
44,98,88,98,5.07
29,98,88,96,5.07
46,98,88,98,5.06
30,99,91,98,5.07
29,99,91,98,5.07
42,98,91,98,5.07
32,98,88,98,5.07
46,95,91,98,5.07
29,98,88,96,5.06
36,98,88,98,5.06
29,98,91,98,5.07
35,98,91,98,5.06
28,98,91,98,5.06
35,98,88,98,5.07
29,98,88,96,5.06
32,98,88,91,5.06
40,95,91,98,5.06
32,98,88,96,5.06
29,98,88,98,5.06
35,98,88,98,5.06
32,99,91,98,5.07
44,99,91,98,5.06
47,99,88,98,5.07
30,98,88,96,5.07
29,99,91,98,5.06
38,99,91,98,5.07
32,98,88,96,5.06
28,99,88,98,5.06
30,99,91,98,5.06
29,99,91,98,5.07
31,98,88,96,5.06
31,99,91,98,5.07
29,99,88,98,5.06
28,99,88,98,5.06
28,99,91,98,5.06
30,99,88,98,5.06
41,99,91,98,5.07
41,99,88,98,5.06
40,99,88,98,5.06
49,99,91,98,5.06
29,99,91,98,5.07
28,99,91,98,5.06
28,99,88,98,5.06
30,98,88,96,5.06
29,99,91,98,5.06
30,99,91,98,5.07
41,96,91,98,5.06
29,99,91,98,5.06
30,99,88,98,5.07
37,99,91,98,5.06
31,99,91,98,5.06
28,99,91,98,5.06
29,98,88,96,5.06
34,98,88,98,5.06
29,99,91,98,5.06
43,99,88,98,5.06
29,99,91,98,5.07
43,99,88,98,5.06
29,98,88,96,5.06
29,99,91,98,5.06
29,99,88,98,5.06
29,99,91,98,5.06
29,99,91,98,5.06
47,99,91,98,5.07
50,99,91,98,5.06
41,99,88,98,5.06
51,98,88,96,5.06
31,98,88,98,5.06
31,99,91,98,5.06
29,99,91,98,5.06
37,99,91,98,5.06
28,99,91,98,5.06
32,99,88,98,5.06
34,99,88,96,5.06
32,99,81,100,5.06
32,98,88,91,5.06
45,99,88,98,5.06
29,99,88,98,5.06
30,99,91,98,5.06
29,99,88,98,5.07
34,99,88,96,5.06
41,99,88,98,5.06
28,99,91,98,5.06
37,99,91,98,5.06
28,99,88,91,5.06
28,99,88,98,5.06
54,99,91,98,5.06
29,98,88,96,5.06
28,99,91,98,5.06
29,99,91,98,5.06
36,98,88,98,5.06
31,99,91,98,5.07
50,99,88,98,5.07
33,98,88,96,5.07
31,99,91,98,5.06
47,98,88,96,5.06
42,99,91,98,5.06
43,99,88,98,5.06
29,99,88,98,5.06
32,99,88,98,5.06
29,98,88,98,5.07
44,99,91,98,5.06
51,99,88,96,5.06
53,99,91,98,5.06
33,99,88,98,5.06
32,99,91,98,5.06
30,99,91,98,5.07
42,98,88,98,5.06
32,99,91,98,5.07
39,98,88,98,5.06
37,99,91,98,5.06
35,98,88,96,5.06
28,98,91,98,5.06
28,98,91,98,5.06
30,98,88,91,5.06
51,98,88,98,5.07
31,99,91,98,5.07
41,98,88,98,5.07
29,98,88,98,5.06
46,99,91,98,5.06
37,99,88,98,5.07
33,99,91,98,5.07
28,99,88,98,5.06
54,99,88,98,5.07
33,99,91,98,5.06
47,99,88,98,5.06
30,99,91,98,5.06
53,99,91,98,5.06
29,98,88,96,5.06
42,99,91,98,5.06
29,99,88,98,5.06
28,99,91,98,5.06
31,99,91,98,5.06
28,98,88,87,5.06
31,99,91,98,5.06
46,99,88,98,5.06
32,99,91,98,5.06
30,99,88,98,5.06
49,99,91,98,5.06
48,98,88,98,5.06
54,99,91,98,5.06
33,98,88,96,5.06
31,99,91,98,5.06
28,99,91,98,5.07
32,99,88,98,5.06
53,98,88,98,5.06
30,99,91,98,5.06
29,99,88,98,5.06
49,99,91,98,5.06
29,99,91,98,5.07
29,99,91,98,5.06
47,98,88,98,5.07
31,99,91,98,5.07
39,99,88,96,5.06
29,99,91,98,5.06
29,98,88,98,5.06
43,98,88,98,5.06
29,99,91,98,5.06
32,98,88,96,5.06
51,99,91,98,5.06
41,98,88,96,5.07
32,98,91,98,5.07
42,99,91,98,5.06
28,98,88,96,5.06
53,98,91,98,5.06
29,98,91,98,5.06
29,98,88,96,5.06
48,98,88,98,5.06
29,98,91,98,5.06
31,98,88,98,5.06
51,98,88,94,5.07
33,98,88,98,5.06
30,98,91,98,5.06
28,98,91,98,5.06
30,98,88,96,5.07
29,98,88,96,5.06
29,98,91,98,5.06
32,99,91,98,5.06
31,98,88,98,5.06
30,99,88,98,5.06
28,99,91,98,5.06
30,99,91,98,5.06
30,99,91,98,5.06
28,99,88,98,5.06
43,98,88,98,5.07
30,99,91,98,5.06
35,99,91,98,5.06
29,99,88,96,5.06
30,99,91,98,5.06
39,99,91,98,5.06
37,99,91,98,5.06
34,99,88,98,5.06
38,99,88,98,5.06
29,99,91,98,5.06
32,99,91,98,5.06
48,99,91,98,5.06
28,99,88,98,5.06
54,99,88,98,5.06
29,99,88,98,5.06
54,99,91,100,5.06
29,99,91,98,5.06
32,99,88,98,5.06
44,99,88,98,5.06
28,99,91,100,5.06
29,99,88,98,5.06
55,99,88,98,5.06
32,99,88,98,5.06
36,99,88,98,5.06
31,99,91,98,5.06
35,99,91,98,5.06
44,99,88,91,5.06
46,99,88,98,5.06
53,99,91,98,5.06
44,99,88,98,5.07
29,99,88,98,5.06
52,100,91,98,5.07
46,99,88,98,5.06
38,99,88,98,5.06
40,99,91,98,5.06
29,99,88,98,5.07
51,99,88,98,5.06
34,99,91,98,5.06
53,99,91,98,5.06
29,99,81,100,5.06
31,99,91,98,5.07
29,100,91,98,5.07
41,99,88,98,5.06
37,99,88,98,5.06
37,99,91,98,5.06
41,99,88,98,5.06
33,99,88,91,5.06
44,99,88,98,5.06
46,99,91,98,5.06
38,99,88,98,5.07
29,99,88,98,5.06
31,99,88,96,5.06
30,99,88,98,5.06
36,99,91,98,5.06
32,100,91,98,5.07
34,99,91,98,5.06
29,99,88,98,5.06
45,99,88,98,5.06
50,99,91,98,5.06
29,99,91,98,5.07
29,99,88,96,5.06
29,99,91,98,5.06
55,100,91,98,5.07
43,99,88,98,5.07
42,99,88,98,5.06
30,100,91,98,5.07
29,100,91,98,5.07
44,99,88,98,5.06
49,99,88,96,5.06
32,99,88,98,5.06
29,99,91,98,5.06
40,99,91,98,5.06
28,100,91,98,5.07
32,100,91,98,5.07
29,100,91,98,5.07
55,100,91,98,5.07
28,100,91,98,5.07
37,99,91,98,5.06
34,99,91,98,5.06
28,100,91,98,5.07
31,99,91,98,5.06
45,100,91,98,5.07
32,99,91,98,5.06
31,99,88,98,5.06
33,99,88,98,5.06
30,99,88,98,5.06
33,100,88,98,5.07
29,99,91,98,5.06
29,100,91,98,5.07
54,100,91,98,5.07
36,100,91,98,5.07
31,99,91,100,5.06
54,99,91,100,5.06
37,100,91,100,5.07
36,100,91,100,5.06
28,100,91,98,5.06
52,99,79,94,5.06
53,99,88,98,5.06
52,100,91,98,5.06
32,100,91,98,5.06
28,99,91,100,5.07
28,100,91,98,5.06
36,99,88,98,5.06
32,100,88,98,5.06
32,100,91,100,5.06
29,100,91,100,5.06
29,100,91,98,5.06
39,99,91,98,5.07
30,97,93,98,5.07
36,100,91,98,5.06
30,99,91,98,5.07
37,99,88,98,5.06
38,99,91,98,5.06
29,100,91,98,5.06
29,99,91,98,5.06
54,99,88,98,5.06
40,99,91,98,5.06
42,99,91,98,5.07
33,99,88,96,5.06
31,99,91,98,5.06
32,99,91,98,5.06
49,99,91,98,5.06
40,99,88,98,5.07
29,99,91,98,5.07
53,99,91,98,5.06
42,98,88,96,5.07
38,98,88,98,5.06
32,99,91,98,5.06
32,98,88,98,5.07
29,99,91,98,5.07
38,98,88,98,5.07
28,98,91,98,5.06
29,98,88,98,5.06
33,98,88,98,5.06
32,98,88,98,5.07
29,98,88,96,5.06
29,98,88,98,5.06
29,98,91,98,5.06
28,98,91,98,5.06
54,98,91,98,5.06
30,98,91,98,5.06
28,98,91,98,5.07
35,98,91,98,5.06
31,98,91,98,5.06
30,98,91,98,5.06
39,98,91,98,5.07
42,98,91,98,5.06
29,98,88,98,5.06
48,98,88,98,5.07
41,98,88,98,5.06
29,97,81,100,5.06
29,98,88,96,5.06
32,98,88,98,5.07
30,98,91,98,5.06
54,98,91,98,5.07
28,98,91,98,5.06
43,98,91,98,5.06
29,98,91,98,5.06
39,98,91,98,5.07
50,98,91,98,5.06
42,98,91,98,5.06
31,98,91,98,5.06
32,98,91,98,5.07
29,98,88,96,5.07
29,98,88,98,5.07
30,98,91,98,5.07
29,98,91,98,5.07
28,98,88,98,5.06
30,99,91,98,5.06
29,98,91,98,5.06
28,98,91,98,5.07
41,99,91,98,5.07
28,98,88,98,5.06
29,95,91,98,5.06
35,98,88,98,5.06
43,99,91,98,5.07
29,99,91,98,5.07
29,99,91,98,5.06
35,98,88,98,5.06
44,99,88,98,5.06
36,99,91,98,5.07
55,98,88,98,5.07
51,99,91,98,5.06
28,99,91,98,5.07
29,98,88,98,5.07
28,99,91,98,5.07
50,99,88,98,5.07
33,99,91,98,5.06
52,99,91,98,5.06
28,98,88,98,5.07
33,99,91,98,5.06
49,99,91,98,5.07
29,99,91,98,5.07
28,99,88,98,5.06
50,99,88,98,5.07
47,99,91,98,5.06
31,99,91,98,5.07
29,99,91,98,5.06
29,99,88,98,5.07
29,99,88,98,5.06
31,99,91,98,5.06
33,99,91,98,5.07
46,99,88,98,5.06
30,99,88,98,5.06
31,99,91,98,5.07
28,99,91,98,5.07
31,99,79,94,5.07
44,99,91,98,5.06
29,99,91,98,5.06
29,99,88,96,5.07
36,99,91,98,5.06
33,99,91,98,5.07
29,99,88,98,5.06
39,99,91,98,5.07
30,99,88,98,5.06
39,99,91,98,5.06
30,99,91,98,5.07
54,99,88,98,5.06
29,99,88,98,5.06
50,99,88,98,5.06
32,99,91,98,5.06
30,99,88,98,5.07
54,99,91,98,5.06
29,96,91,98,5.07
32,99,91,98,5.07
48,99,88,98,5.07
28,99,91,98,5.06
31,99,88,98,5.06
32,98,88,96,5.06
33,99,91,98,5.06
30,98,88,98,5.06
31,99,88,98,5.07
43,99,91,98,5.07
54,98,88,96,5.07
29,99,91,98,5.06
40,98,88,96,5.06
29,98,88,98,5.07
30,98,88,98,5.06
37,98,88,98,5.06
48,98,88,98,5.06
41,98,88,98,5.06
39,98,88,98,5.06
53,98,91,98,5.06
29,98,88,96,5.07
54,98,88,98,5.06
32,97,88,96,5.06
28,98,91,98,5.06
28,98,88,98,5.07
29,98,88,98,5.06
29,98,88,98,5.06
31,98,91,98,5.06
28,98,88,98,5.07
30,97,88,96,5.07
38,98,88,98,5.06
37,98,91,98,5.07
49,98,88,98,5.06
38,97,88,96,5.06
54,98,88,98,5.06
36,98,91,98,5.06
35,98,91,98,5.07
29,98,88,96,5.06
36,98,88,98,5.06
46,98,91,98,5.06
41,98,91,98,5.07
30,97,88,96,5.06
33,98,91,98,5.06
29,98,91,98,5.06
28,98,88,98,5.06
41,97,81,100,5.06
52,98,91,98,5.07
29,98,91,98,5.06
33,98,88,96,5.06
29,98,88,98,5.06
29,98,91,98,5.06
54,98,91,98,5.07
55,99,91,98,5.07
28,98,91,98,5.07
33,99,91,98,5.07
29,99,91,98,5.07
30,99,91,98,5.07
29,99,91,98,5.07
50,99,91,98,5.07
29,99,91,98,5.06
30,99,91,98,5.07
29,99,88,98,5.06
32,99,88,98,5.07
29,99,88,98,5.06
48,99,88,98,5.06
37,99,88,98,5.06
42,99,88,98,5.06
32,99,91,98,5.07
29,99,91,98,5.07
48,99,91,98,5.06
29,99,91,98,5.07
29,99,88,98,5.07
48,99,88,98,5.06
48,100,91,100,5.06
29,100,91,100,5.06
32,99,91,98,5.07
39,99,91,98,5.07
32,99,88,98,5.06
44,100,88,98,5.06
48,99,88,98,5.06
49,99,88,98,5.07
46,99,91,98,5.07
35,100,91,98,5.06
55,99,91,98,5.07
31,99,88,98,5.07
29,99,88,98,5.07
29,100,91,100,5.06
31,99,91,100,5.07
30,99,91,98,5.07
41,99,88,98,5.06
31,100,88,98,5.06
32,99,91,98,5.07
41,100,91,98,5.06
52,100,91,98,5.06
30,99,91,98,5.07
39,100,91,98,5.06
43,99,91,98,5.07
36,99,91,98,5.07
28,99,91,98,5.07
39,99,91,98,5.07
31,99,91,98,5.07
40,99,91,98,5.07
33,99,91,98,5.07
38,99,91,98,5.07
30,99,88,98,5.07
33,99,88,98,5.07
42,99,91,98,5.07
32,99,88,98,5.07
29,99,88,96,5.07
42,99,88,98,5.07
34,99,88,98,5.06
28,99,88,98,5.07
51,99,88,98,5.07
35,99,91,98,5.06
30,99,91,98,5.07
37,99,91,98,5.06
53,99,88,98,5.07
31,99,88,98,5.06
29,99,88,98,5.06
40,99,91,98,5.07
52,99,91,98,5.07
29,99,88,98,5.06
29,99,88,98,5.06
30,99,88,98,5.06
28,99,91,98,5.06
54,99,91,98,5.06
29,99,88,98,5.06
32,99,88,96,5.06
35,99,88,98,5.06
36,99,91,98,5.06
46,99,91,98,5.07
30,99,88,98,5.06
31,99,88,96,5.06
29,99,88,98,5.06
53,99,91,98,5.06
34,99,91,98,5.06
42,99,91,98,5.07
30,99,91,98,5.06
30,99,88,98,5.07
35,98,88,96,5.06
46,97,91,96,5.06
31,98,88,96,5.06
31,99,88,98,5.06
37,99,91,98,5.07
31,99,91,98,5.06
37,99,91,98,5.06
50,98,88,98,5.07
31,95,91,98,5.07
38,98,88,98,5.06
28,98,88,98,5.06
28,98,91,98,5.07
44,98,88,98,5.06
32,98,88,96,5.07
55,98,88,96,5.06
29,98,88,96,5.06
33,98,88,98,5.06
28,98,91,98,5.06
43,98,88,98,5.06
53,98,88,96,5.06
32,98,88,96,5.06
43,98,91,98,5.06
40,98,88,98,5.06
41,95,88,98,5.06
46,97,88,96,5.06
52,97,88,96,5.06
43,97,88,96,5.06
35,98,88,98,5.06
54,97,79,98,5.06
50,97,88,96,5.06
51,98,91,96,5.06
38,97,88,96,5.06
45,97,88,96,5.07
29,98,88,98,5.06
29,97,88,96,5.06
28,97,88,96,5.06
31,98,88,98,5.06
29,97,88,96,5.07
31,98,91,98,5.06
28,97,88,96,5.07
44,98,88,96,5.06
46,97,88,96,5.07
30,97,88,98,5.06
29,97,88,96,5.07
30,98,91,98,5.06
32,98,88,96,5.07
30,97,88,98,5.06
40,97,86,91,5.07
41,98,88,98,5.06
36,97,88,96,5.06
32,97,88,98,5.06
28,97,88,96,5.06
52,97,88,91,5.06
32,97,88,98,5.06
30,97,88,98,5.06
30,98,88,96,5.06
30,97,88,96,5.06
40,97,88,96,5.06
28,97,88,98,5.06
28,97,88,98,5.06
29,97,88,96,5.07
37,97,88,96,5.06
36,96,88,96,5.06
29,97,91,98,5.06
36,96,88,96,5.06
29,97,88,98,5.06
32,96,86,96,5.06
32,97,88,98,5.06
39,97,88,96,5.07
35,97,88,96,5.06
48,97,88,96,5.06
28,97,88,96,5.06
34,97,91,98,5.06
35,97,88,96,5.07
29,94,91,96,5.06
29,97,88,96,5.06
32,97,91,98,5.06
31,96,88,96,5.06
45,96,88,96,5.06
32,96,88,96,5.06
32,97,88,96,5.07
28,97,88,96,5.06
29,97,88,98,5.06
28,97,88,96,5.07
52,96,88,96,5.06
29,96,88,96,5.07
52,96,88,96,5.06
32,96,88,96,5.06
29,97,88,96,5.06
29,96,88,96,5.07
35,96,88,98,5.06
28,96,88,98,5.07
29,96,88,96,5.06
31,96,88,96,5.06
53,96,88,96,5.06
33,96,88,96,5.07
32,96,88,96,5.07
35,96,88,96,5.06
51,96,88,96,5.06
32,96,88,96,5.06
36,96,88,96,5.07
32,96,88,96,5.07
29,96,88,96,5.06
33,96,88,96,5.07
28,96,91,96,5.06
38,96,88,96,5.06
33,96,88,96,5.06
46,96,91,96,5.06
32,96,88,96,5.06
29,96,88,96,5.06
54,96,88,96,5.06
52,96,88,96,5.06
40,97,88,98,5.06
28,96,88,96,5.06
48,97,88,96,5.06
47,94,91,96,5.06
29,96,91,96,5.06
30,96,88,96,5.06
30,96,88,96,5.06
28,96,88,96,5.06
38,96,88,96,5.06
32,96,88,96,5.07
35,96,86,96,5.06
31,96,91,96,5.06
31,96,88,96,5.06
48,96,88,96,5.06
30,96,88,96,5.06
30,96,88,96,5.07
30,96,88,96,5.07
28,96,88,96,5.06
52,96,91,96,5.07
48,96,88,96,5.06
48,96,88,96,5.06
33,96,88,96,5.06
37,96,88,96,5.06
37,96,88,96,5.06
48,94,91,96,5.06
52,96,88,96,5.07
29,96,91,96,5.07
33,96,88,96,5.06
49,96,88,96,5.06
29,96,88,96,5.06
50,96,88,96,5.06
30,96,88,96,5.07
28,96,88,96,5.06
33,97,88,96,5.06
41,96,88,96,5.06
51,96,91,96,5.06
46,96,88,96,5.07
29,96,88,96,5.06
49,96,88,96,5.06
30,96,88,96,5.06
52,96,88,96,5.06
33,96,88,96,5.06
32,96,91,96,5.06
31,95,88,96,5.06
29,96,91,96,5.06
29,96,88,96,5.07
43,96,88,96,5.07
49,96,88,96,5.06
40,95,86,94,5.06
28,96,88,96,5.06
30,95,88,96,5.07
31,96,88,96,5.06
29,95,86,94,5.06
33,96,88,96,5.06
52,96,88,96,5.06
31,96,88,96,5.07
51,96,88,96,5.06
38,95,88,96,5.07
47,95,88,96,5.06
28,96,88,96,5.06
38,95,79,96,5.06
47,96,88,96,5.06
35,96,88,96,5.06
28,96,88,96,5.06
39,95,86,91,5.06
29,95,88,96,5.06
41,96,88,96,5.06
53,96,88,96,5.06
30,96,88,96,5.07
41,96,88,96,5.07
45,96,88,96,5.07
47,96,88,96,5.07
29,96,88,96,5.07
42,96,88,96,5.06
36,95,88,96,5.06
42,95,88,96,5.06
51,95,88,96,5.07
40,96,88,96,5.06
49,95,88,96,5.07
29,95,88,96,5.07
32,95,88,96,5.06
39,95,88,96,5.06
41,95,88,96,5.06
48,95,88,96,5.07
28,95,88,96,5.07
48,95,88,96,5.07
30,95,88,96,5.06
30,95,88,96,5.06
28,95,88,96,5.07
40,95,88,96,5.07
34,95,88,94,5.06
29,95,88,89,5.06
47,95,88,96,5.06
38,95,88,96,5.07
35,95,88,96,5.06
28,95,88,96,5.06
30,94,86,94,5.07
36,95,88,96,5.06
51,95,88,96,5.07
32,93,91,96,5.07
41,95,88,96,5.06
29,95,88,94,5.06
44,94,88,94,5.06
29,95,88,96,5.06
29,95,88,96,5.06
46,96,88,96,5.07
54,95,88,96,5.06
29,95,88,96,5.06
35,95,88,96,5.06
43,94,79,96,5.06
37,94,86,94,5.06
29,95,88,96,5.06
32,95,88,96,5.06
54,95,88,96,5.06
29,95,88,96,5.06
33,95,88,96,5.06
36,95,88,96,5.06
30,95,88,96,5.06
46,95,88,96,5.06
32,95,88,96,5.07
31,95,88,96,5.06
29,95,88,96,5.07
29,95,88,96,5.06
51,95,88,96,5.06
31,95,88,96,5.06
31,95,88,94,5.06
50,94,88,94,5.06
35,95,88,96,5.06
52,95,88,96,5.06
51,95,88,96,5.06
35,95,88,96,5.06
31,95,88,96,5.06
29,95,88,96,5.07
32,95,88,96,5.06
29,95,88,96,5.07
35,95,88,96,5.06
43,95,88,96,5.06
29,95,88,96,5.06
32,95,88,96,5.06
29,95,88,96,5.06
29,94,86,94,5.06
30,94,88,96,5.06
34,95,88,96,5.06
30,95,88,94,5.06
38,95,88,96,5.06
49,95,88,96,5.06
44,95,88,96,5.06
29,95,88,96,5.06
29,95,88,96,5.06
31,93,91,96,5.06
29,95,88,96,5.06
38,95,88,96,5.06
29,95,88,96,5.06
32,95,88,96,5.06
52,95,86,94,5.06
32,95,88,96,5.06
42,95,88,96,5.06
29,95,88,96,5.07
48,95,88,96,5.06
29,95,88,94,5.07
29,95,88,96,5.06
28,95,88,96,5.06
29,95,88,96,5.07
44,95,88,96,5.07
35,95,88,94,5.06
29,95,88,96,5.06
28,95,88,96,5.06
31,95,88,96,5.06
29,95,88,96,5.06
32,95,88,96,5.07
50,95,88,96,5.06
30,95,88,96,5.06
49,95,88,94,5.06
28,95,88,96,5.06
30,95,88,96,5.07
30,95,88,94,5.06
30,95,88,96,5.06
39,95,88,96,5.07
30,95,88,96,5.06
31,95,88,96,5.06
